customer_id,tenure_months,contract_type,is_senior_citizen,partner,dependents,has_phone_service,has_internet_service,has_online_security,has_tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,payment_method,paperless_billing,churn
C0477,38,month-to-month,0,0,1,1,fiber,1,0,0,0,102.87585393055627,3909.2824493611383,electronic-check,0,0
C0478,13,two-year,0,1,0,1,fiber,1,0,0,0,65.19773011485157,847.5704914930703,electronic-check,0,1
C0479,4,month-to-month,0,1,0,1,fiber,1,1,1,0,85.01948669612526,340.077946784501,credit-card,0,0
C0480,34,one-year,0,1,1,1,fiber,0,0,0,0,20.0,680.0,bank-transfer,1,0
C0481,17,two-year,0,0,0,1,dsl,0,0,0,1,21.889687546506877,372.1246882906169,electronic-check,1,0
C0482,8,one-year,0,1,0,1,fiber,1,0,0,0,94.60257245076741,756.8205796061393,mailed-check,0,0
C0483,57,one-year,1,0,0,1,fiber,0,0,1,1,78.2482882080575,4460.152427859278,electronic-check,0,0
C0484,16,one-year,0,1,1,1,fiber,0,0,1,0,82.1103159507443,1313.7650552119087,bank-transfer,1,0
C0485,6,two-year,0,1,1,1,fiber,1,0,0,0,37.63692851607652,225.82157109645914,mailed-check,1,1
C0486,45,one-year,0,1,1,1,fiber,1,1,0,0,57.332952240445586,2579.982850820051,credit-card,0,0
C0487,12,month-to-month,0,1,1,1,fiber,0,0,1,0,20.0,240.0,mailed-check,0,0
C0488,39,one-year,1,1,1,1,fiber,0,1,1,0,44.576554453017025,1738.485623667664,electronic-check,0,0
C0489,41,month-to-month,0,0,1,1,fiber,0,1,0,1,69.31414191621163,2841.8798185646765,electronic-check,0,0
C0490,8,one-year,0,1,1,1,dsl,1,1,1,1,79.83481022585148,638.6784818068119,electronic-check,0,0
C0491,49,month-to-month,0,0,0,1,fiber,0,0,1,1,48.61210558676487,2381.9931737514785,credit-card,0,0
C0492,26,month-to-month,0,0,1,1,dsl,0,0,0,1,86.56460603149831,2250.6797568189563,electronic-check,1,0
C0493,65,month-to-month,0,0,1,1,dsl,0,1,0,1,68.85159202842605,4475.353481847694,bank-transfer,1,0
C0494,4,month-to-month,0,0,0,1,dsl,1,1,1,1,63.22210559341647,252.8884223736659,credit-card,1,1
C0495,28,month-to-month,1,0,0,1,fiber,1,1,1,1,72.50893607767587,2030.2502101749244,mailed-check,1,0
C0496,36,month-to-month,0,0,0,1,fiber,1,0,1,0,132.98857677850492,4787.588764026177,electronic-check,0,1
C0497,37,month-to-month,0,0,1,1,fiber,0,0,0,1,65.16979467986195,2411.282403154892,bank-transfer,1,1
C0498,7,month-to-month,1,0,0,1,dsl,0,0,0,0,98.5673077866672,689.9711545066704,bank-transfer,1,1
C0499,64,one-year,0,1,1,1,fiber,1,1,0,0,86.38855833134777,5528.867733206257,credit-card,0,0
C0500,16,month-to-month,1,1,1,1,fiber,0,0,0,1,62.55521866014703,1000.8834985623524,bank-transfer,1,0
C0501,70,month-to-month,1,0,1,1,dsl,0,0,1,0,23.491415510760305,1644.3990857532212,credit-card,0,0
C0502,44,one-year,0,0,0,0,dsl,0,1,0,0,51.18318271673192,2252.0600395362044,credit-card,0,0
C0503,3,month-to-month,0,0,0,1,dsl,1,0,0,1,72.2915048051039,216.8745144153117,credit-card,1,0
C0504,35,month-to-month,0,1,1,1,fiber,0,1,1,0,66.8566967078467,2339.9843847746342,mailed-check,1,0
C0505,69,two-year,1,1,1,1,fiber,0,0,0,1,108.89899519522412,7514.030668470464,mailed-check,1,0
C0506,30,two-year,0,0,1,1,dsl,1,1,1,0,47.9949487539761,1439.8484626192828,bank-transfer,0,0
C0507,18,month-to-month,0,0,0,1,fiber,0,0,0,1,65.5956589502473,1180.7218611044514,mailed-check,1,1
C0508,60,month-to-month,1,1,1,1,none,1,1,1,0,86.0909337061567,5165.4560223694025,credit-card,0,0
C0509,53,two-year,1,1,0,1,dsl,0,0,1,1,61.655906190268496,3267.7630280842304,credit-card,1,0
C0510,38,one-year,0,0,1,1,dsl,1,1,1,0,99.2102051990199,3769.987797562756,mailed-check,0,0
C0511,18,month-to-month,0,0,0,0,none,1,1,0,1,37.37296985571248,672.7134574028247,bank-transfer,1,0
C0512,38,one-year,1,0,1,0,dsl,0,0,1,0,24.406984657668097,927.4654169913877,credit-card,1,0
C0513,66,month-to-month,0,0,0,1,dsl,0,0,0,0,61.40738215052327,4052.887221934536,mailed-check,0,0
C0514,44,month-to-month,1,1,0,1,fiber,1,1,0,1,67.86889476361654,2986.231369599128,electronic-check,1,0
C0515,12,month-to-month,0,1,0,1,dsl,0,0,0,0,76.54302641338104,918.5163169605726,bank-transfer,1,0
C0516,57,one-year,0,0,0,1,fiber,1,1,0,1,74.1536404892798,4226.757507888949,bank-transfer,0,0
C0517,19,month-to-month,0,0,0,1,fiber,0,1,0,0,57.748110113918585,1097.2140921644532,bank-transfer,1,1
C0518,71,one-year,0,0,0,1,dsl,0,0,0,0,24.760966618877326,1758.02862994029,electronic-check,1,0
C0519,60,month-to-month,0,1,1,1,fiber,0,0,1,1,66.43873682158834,3986.3242092953,credit-card,0,0
C0520,38,month-to-month,0,0,1,0,none,0,0,1,0,38.82266134306698,1475.2611310365453,bank-transfer,1,0
C0521,0,month-to-month,0,0,1,1,fiber,1,1,0,1,72.11668557636453,0.0,mailed-check,0,0
C0522,2,one-year,0,0,1,1,fiber,1,1,0,0,36.760224246695415,73.52044849339083,bank-transfer,1,0
C0523,61,month-to-month,0,1,0,1,dsl,0,0,0,0,81.3763033318771,4963.954503244503,mailed-check,1,0
C0524,62,month-to-month,0,0,1,1,fiber,0,1,0,0,120.03735762902383,7442.316172999477,bank-transfer,0,0
C0525,24,two-year,0,1,0,1,fiber,0,1,0,0,48.220846804882164,1157.300323317172,mailed-check,1,0
C0526,55,month-to-month,0,0,0,1,fiber,0,0,1,1,32.04685725481293,1762.577149014711,mailed-check,0,0
C0527,32,two-year,0,0,0,1,fiber,0,1,1,1,104.33530389053988,3338.729724497276,mailed-check,0,0
C0528,37,month-to-month,0,0,1,1,dsl,1,1,0,0,123.0100263277125,4551.370974125362,electronic-check,1,0
C0529,5,one-year,0,1,0,1,fiber,1,1,0,0,32.63257967083974,163.1628983541987,electronic-check,0,0
C0530,57,month-to-month,0,0,1,1,dsl,0,0,1,1,67.25402299719585,3833.479310840163,electronic-check,1,1
C0531,43,two-year,1,0,1,1,dsl,1,0,0,0,84.60269625187718,3637.9159388307185,credit-card,0,0
C0532,44,month-to-month,1,1,1,1,dsl,1,1,0,1,62.19229937136034,2736.4611723398552,mailed-check,1,0
C0533,31,month-to-month,0,1,1,1,dsl,0,0,0,0,20.0,620.0,credit-card,1,0
C0534,44,month-to-month,1,1,1,1,fiber,1,1,1,0,28.812649298332182,1267.7565691266161,electronic-check,0,0
C0535,60,month-to-month,0,0,0,1,fiber,1,0,1,1,31.96620384163741,1917.9722304982445,mailed-check,1,0
C0536,46,month-to-month,0,1,0,0,fiber,1,1,0,0,38.79687693333656,1784.656338933482,credit-card,1,0
C0537,20,two-year,0,0,1,1,none,1,1,1,1,72.60553735772324,1452.1107471544647,electronic-check,1,0
C0538,35,month-to-month,0,1,0,1,fiber,0,1,1,1,102.93189523702401,3602.6163332958404,credit-card,0,1
C0539,18,one-year,0,1,1,1,fiber,1,1,0,1,29.276165931076456,526.9709867593762,credit-card,1,0
C0540,19,one-year,0,1,0,1,none,1,0,1,1,46.422682182381905,882.0309614652562,electronic-check,1,0
C0541,56,one-year,0,0,0,1,dsl,1,1,1,1,36.70118092877391,2055.266132011339,mailed-check,0,0
C0542,17,month-to-month,0,0,0,0,fiber,0,1,1,1,78.65241845678459,1337.091113765338,bank-transfer,1,0
C0543,46,month-to-month,0,0,0,1,fiber,1,0,1,0,45.34227514174795,2085.7446565204054,bank-transfer,0,0
C0544,48,one-year,0,0,0,1,fiber,1,0,1,1,39.678382495701996,1904.5623597936958,credit-card,0,0
C0545,13,two-year,0,0,0,1,fiber,1,1,1,1,22.088152158351328,287.14597805856727,credit-card,1,0
C0546,14,month-to-month,0,0,0,1,dsl,0,1,0,0,110.79147427289288,1551.0806398205004,credit-card,0,0
C0547,30,month-to-month,0,0,0,1,none,0,0,0,1,135.68686525843214,4070.605957752964,mailed-check,1,1
C0548,0,month-to-month,0,0,0,1,fiber,0,1,0,0,72.52520101085571,0.0,credit-card,1,1
C0549,53,two-year,1,0,0,0,none,0,1,1,1,114.56785968893942,6072.096563513789,credit-card,1,0
C0550,2,month-to-month,0,1,0,1,fiber,0,1,0,1,52.992664817476324,105.98532963495265,credit-card,0,0
C0551,15,month-to-month,0,1,0,1,fiber,1,1,1,1,69.9730861085081,1049.5962916276214,electronic-check,0,0
C0552,56,two-year,0,0,0,1,fiber,0,1,1,0,89.53819594678835,5014.138973020147,bank-transfer,1,0
C0553,11,month-to-month,0,0,1,1,fiber,1,1,0,0,47.4469767969143,521.9167447660573,bank-transfer,1,0
C0554,15,month-to-month,0,0,0,0,dsl,0,1,1,1,65.21645926194648,978.2468889291972,electronic-check,0,1
C0555,71,one-year,0,0,0,1,fiber,0,1,0,1,61.513465020718726,4367.456016471029,mailed-check,1,0
C0556,23,two-year,0,1,0,1,fiber,0,1,1,0,83.1321571614038,1912.0396147122874,mailed-check,0,0
C0557,27,month-to-month,0,1,0,1,fiber,1,0,0,0,71.86188594095846,1940.2709204058783,mailed-check,0,0
C0558,7,month-to-month,0,0,0,1,fiber,1,0,0,0,48.177833962126854,337.244837734888,electronic-check,1,0
C0559,35,month-to-month,0,1,0,1,dsl,1,0,0,1,60.97328017530438,2134.0648061356533,bank-transfer,1,0
C0560,7,month-to-month,0,1,1,1,fiber,0,1,0,0,103.44230762833317,724.0961533983321,bank-transfer,1,1
C0561,57,one-year,0,0,1,1,fiber,0,1,1,0,86.46566500498662,4928.542905284237,credit-card,0,0
C0562,59,month-to-month,0,0,1,1,none,0,1,0,0,83.85537888834851,4947.467354412563,bank-transfer,0,1
C0563,49,month-to-month,0,0,0,1,fiber,0,0,1,0,137.68003779864907,6746.321852133804,mailed-check,0,0
C0564,27,month-to-month,0,0,0,1,fiber,0,0,0,0,36.07150101375175,973.9305273712972,mailed-check,0,0
C0565,40,month-to-month,0,1,0,0,fiber,0,1,0,0,91.29278008896328,3651.7112035585315,credit-card,1,0
C0566,63,month-to-month,0,0,1,1,dsl,1,0,0,0,71.64411183751508,4513.57904576345,credit-card,0,0
C0567,26,two-year,0,1,0,1,fiber,1,0,1,1,80.31449432043114,2088.1768523312094,bank-transfer,1,0
C0568,62,month-to-month,1,0,0,1,fiber,0,1,0,0,75.46847636590486,4679.045534686102,credit-card,0,0
C0569,16,one-year,0,1,1,1,fiber,1,1,0,1,48.95482799900932,783.2772479841491,credit-card,0,0
C0570,72,one-year,1,0,1,1,dsl,1,0,1,1,38.94845902824548,2804.2890500336744,electronic-check,1,0
C0571,32,month-to-month,0,0,0,1,dsl,1,1,0,0,69.99496647106893,2239.838927074206,bank-transfer,0,0
C0572,28,month-to-month,0,1,0,0,fiber,0,0,1,1,46.534746708304084,1302.9729078325145,mailed-check,1,0
C0573,12,month-to-month,0,1,0,1,fiber,0,0,0,1,58.91184816293578,706.9421779552295,electronic-check,0,1
C0574,45,month-to-month,0,1,0,1,dsl,0,0,0,0,93.94480765772433,4227.516344597595,mailed-check,1,0
C0575,34,month-to-month,0,0,1,1,dsl,0,1,0,1,33.1934621964412,1128.577714679001,credit-card,0,0
C0576,5,month-to-month,0,1,0,1,none,1,0,1,0,64.24863611515714,321.2431805757857,credit-card,0,0
C0577,68,month-to-month,0,1,0,1,fiber,0,0,0,0,101.63548128974094,6911.212727702384,mailed-check,1,0
C0578,46,one-year,0,1,1,1,none,0,1,0,0,54.78474893791572,2520.0984511441234,electronic-check,1,0
C0579,24,month-to-month,0,1,0,1,none,0,1,0,0,114.08365665445115,2738.0077597068275,electronic-check,1,1
C0580,65,one-year,1,1,0,1,none,1,0,1,0,23.476175062306872,1525.9513790499466,electronic-check,0,0
C0581,9,month-to-month,0,1,1,1,fiber,1,1,1,0,124.58153621648023,1121.2338259483222,credit-card,0,1
C0582,55,two-year,0,1,1,1,dsl,1,1,1,0,70.53950207549727,3879.6726141523495,bank-transfer,0,0
C0583,29,month-to-month,0,1,0,1,dsl,1,0,1,1,30.140810548357223,874.0835059023594,credit-card,0,0
C0584,4,month-to-month,0,1,1,1,fiber,1,1,1,0,94.99532923418317,379.9813169367327,mailed-check,0,0
C0585,32,one-year,0,0,1,1,dsl,0,0,1,1,82.92505347779573,2653.6017112894633,electronic-check,0,0
C0586,64,month-to-month,1,0,0,1,dsl,1,1,0,0,111.46443350052051,7133.723744033313,bank-transfer,1,0
C0587,17,month-to-month,0,1,1,1,fiber,1,1,0,0,23.918772084863072,406.6191254426722,electronic-check,0,0
C0588,48,two-year,0,0,0,1,dsl,0,0,0,0,37.116503842077144,1781.5921844197028,credit-card,0,0
C0589,10,month-to-month,0,0,0,0,fiber,0,0,0,1,93.10155342222093,931.0155342222093,bank-transfer,1,1
C0590,25,month-to-month,0,1,0,1,none,0,1,0,1,146.4860780345817,3662.151950864543,bank-transfer,1,1
C0591,62,one-year,0,1,0,0,fiber,1,1,1,1,87.2574604873109,5409.962550213276,credit-card,1,0
C0592,58,two-year,0,1,1,1,dsl,0,1,1,1,91.90260350315205,5330.351003182819,electronic-check,1,0
C0593,26,one-year,1,1,0,1,fiber,1,0,1,1,47.162064183576476,1226.2136687729883,electronic-check,1,0
C0594,48,month-to-month,0,1,0,1,dsl,0,1,0,1,64.54450488822681,3098.136234634887,electronic-check,0,0
C0595,32,one-year,1,1,0,1,dsl,1,0,1,0,51.40496508317287,1644.9588826615318,credit-card,0,0
C0596,0,month-to-month,0,0,0,1,fiber,1,1,0,0,85.07028185331171,0.0,mailed-check,1,1
C0597,20,one-year,0,1,1,1,fiber,1,1,1,1,97.88576945186941,1957.7153890373881,mailed-check,1,0
C0598,54,two-year,0,0,1,1,none,1,1,0,1,75.5715035050129,4080.8611892706967,electronic-check,0,0
C0599,5,one-year,0,1,1,1,fiber,0,1,1,1,93.86318088114737,469.3159044057369,bank-transfer,1,1
C0600,68,two-year,1,1,0,1,dsl,0,1,0,1,69.13764676144628,4701.359979778347,mailed-check,0,0
C0601,4,month-to-month,0,0,1,1,fiber,1,0,1,1,109.73966082805292,438.9586433122117,electronic-check,0,1
C0602,2,one-year,0,1,1,1,dsl,0,0,0,0,44.1534765132146,88.3069530264292,mailed-check,1,0
C0603,52,one-year,0,1,0,1,fiber,1,0,1,0,112.47808945386831,5848.860651601152,electronic-check,0,0
C0604,22,month-to-month,0,0,1,1,dsl,0,1,0,0,48.515713435703056,1067.3456955854672,mailed-check,0,0
C0605,52,two-year,0,1,0,1,dsl,0,0,0,0,70.49160755438908,3665.563592828232,mailed-check,0,0
C0606,36,month-to-month,0,0,1,1,none,1,0,0,0,34.171268750759765,1230.1656750273514,bank-transfer,0,1
C0607,16,one-year,0,1,1,1,dsl,1,1,0,0,85.1790526154479,1362.8648418471664,bank-transfer,1,0
C0608,72,one-year,0,1,1,1,fiber,0,1,1,0,73.94455205582099,5324.007748019111,mailed-check,1,0
C0609,0,one-year,0,0,1,1,fiber,1,0,1,0,92.15939185141046,0.0,electronic-check,1,1
C0610,50,month-to-month,0,1,0,1,fiber,0,0,1,1,20.0,1000.0,bank-transfer,1,1
C0611,44,month-to-month,0,0,0,1,dsl,0,0,0,1,74.01565361110262,3256.688758888515,credit-card,1,0
C0612,3,month-to-month,1,0,1,1,dsl,0,0,1,0,82.10442219541959,246.31326658625875,bank-transfer,0,0
C0613,61,two-year,0,0,0,1,fiber,1,0,0,0,40.342622264361054,2460.899958126024,mailed-check,0,0
C0614,64,month-to-month,0,1,1,1,fiber,1,0,1,0,85.9904780789745,5503.390597054368,mailed-check,0,1
C0615,31,month-to-month,0,1,1,0,dsl,0,0,0,1,20.0,620.0,credit-card,0,0
C0616,33,one-year,0,0,1,0,fiber,1,1,1,1,66.16823977018635,2183.551912416149,bank-transfer,1,0
C0617,71,month-to-month,0,1,1,1,fiber,1,0,0,0,112.37487919761381,7978.61642303058,mailed-check,1,0
C0618,38,one-year,0,1,1,0,fiber,0,1,0,1,65.9089390106251,2504.539682403754,credit-card,0,0
C0619,25,one-year,0,1,1,1,dsl,1,1,1,0,48.42806308660081,1210.7015771650201,credit-card,1,1
C0620,33,two-year,0,0,0,1,none,1,1,1,0,68.06061930144332,2246.0004369476296,electronic-check,0,0
C0621,53,month-to-month,1,1,0,0,dsl,0,0,1,0,72.97164631886262,3867.4972548997193,bank-transfer,0,1
C0622,2,month-to-month,0,0,1,1,fiber,1,0,0,0,96.89060627876515,193.7812125575303,bank-transfer,1,1
C0623,49,month-to-month,0,1,0,1,dsl,0,1,0,0,73.896609775728,3620.9338790106717,bank-transfer,1,1
C0624,11,month-to-month,0,1,1,1,dsl,1,0,0,1,92.8608945155901,1021.4698396714912,mailed-check,1,0
C0625,64,month-to-month,0,0,0,1,fiber,1,0,1,0,72.76157272485439,4656.740654390681,credit-card,0,0
C0626,53,month-to-month,1,1,0,1,dsl,0,1,0,0,47.52044174685302,2518.58341258321,electronic-check,1,1
C0627,4,one-year,0,0,0,1,dsl,0,0,1,0,27.944322023742927,111.77728809497171,bank-transfer,0,0
C0628,56,one-year,0,1,1,1,fiber,1,1,0,0,81.15049642859319,4544.427800001218,electronic-check,1,0
C0629,16,month-to-month,0,0,0,1,fiber,0,1,1,1,20.0,320.0,electronic-check,0,0
C0630,46,one-year,0,1,1,1,fiber,0,1,0,0,20.0,920.0,credit-card,1,0
C0631,22,two-year,0,1,1,1,dsl,1,1,0,0,28.058963462321593,617.297196171075,bank-transfer,0,0
C0632,13,one-year,0,1,1,1,fiber,0,0,1,1,91.43866602514115,1188.7026583268348,electronic-check,0,0
C0633,65,one-year,0,0,0,1,fiber,1,1,0,0,25.30621584998235,1644.904030248853,bank-transfer,1,0
C0634,50,month-to-month,0,0,0,1,none,1,0,0,0,84.10413030688906,4205.206515344453,bank-transfer,0,0
C0635,37,month-to-month,0,0,0,0,fiber,0,0,1,0,39.040679255067374,1444.5051324374929,bank-transfer,1,0
C0636,63,month-to-month,0,1,1,1,dsl,1,0,0,0,65.60550479470638,4133.146802066502,electronic-check,1,0
C0637,37,month-to-month,0,0,1,1,dsl,0,0,1,1,68.12189427875862,2520.510088314069,credit-card,1,0
C0638,49,two-year,0,0,0,1,dsl,1,1,1,0,65.15642695696563,3192.664920891316,credit-card,0,0
C0639,29,one-year,0,0,1,1,dsl,0,1,0,0,50.60050942303467,1467.4147732680055,electronic-check,1,0
C0640,50,month-to-month,0,0,0,1,dsl,0,1,0,1,23.008799693764267,1150.4399846882134,mailed-check,0,0
C0641,62,month-to-month,0,0,0,1,fiber,1,1,0,0,70.80498211944386,4389.908891405519,bank-transfer,1,0
C0642,51,one-year,0,0,0,0,dsl,0,1,1,0,86.72962423848456,4423.210836162712,bank-transfer,1,0
C0643,37,month-to-month,0,0,0,1,fiber,0,0,0,1,90.37622590696556,3343.9203585577256,credit-card,0,1
C0644,29,month-to-month,0,0,1,1,fiber,0,1,1,0,72.45366401357717,2101.1562563937377,electronic-check,0,0
C0645,50,two-year,0,0,0,1,dsl,1,0,0,1,77.72809614236076,3886.4048071180378,electronic-check,1,0
C0646,4,month-to-month,1,0,0,1,dsl,1,0,0,0,46.86675214889114,187.46700859556455,mailed-check,0,0
C0647,28,month-to-month,1,1,0,1,fiber,0,1,1,1,83.48409085477375,2337.554543933665,mailed-check,1,1
C0648,3,month-to-month,1,1,0,1,fiber,0,0,0,0,82.38005956430526,247.14017869291575,credit-card,0,1
C0649,9,two-year,0,0,0,1,none,1,0,0,0,61.06591781400073,549.5932603260065,mailed-check,0,0
C0650,55,month-to-month,0,1,0,1,dsl,1,1,0,1,71.44253345303242,3929.3393399167835,mailed-check,1,1
C0651,16,month-to-month,0,1,0,1,fiber,1,1,0,0,69.19613452580587,1107.138152412894,electronic-check,0,0
C0652,16,month-to-month,0,0,1,1,none,0,1,0,1,83.69626929487096,1339.1403087179353,electronic-check,1,1
C0653,68,month-to-month,0,0,1,1,fiber,1,0,1,1,23.68516911753438,1610.5914999923377,mailed-check,1,0
C0654,33,month-to-month,0,0,1,1,fiber,0,1,0,1,23.0887408606929,761.9284484028658,credit-card,0,0
C0655,5,one-year,0,1,1,0,dsl,1,1,1,1,24.64575827412414,123.22879137062071,mailed-check,1,0
C0656,52,month-to-month,1,0,0,1,dsl,0,0,0,0,56.657013020316406,2946.164677056453,credit-card,0,0
C0657,65,two-year,0,1,1,1,none,1,1,0,1,83.65922425907836,5437.8495768400935,mailed-check,0,0
C0658,42,month-to-month,0,0,1,1,fiber,0,0,1,0,20.0,840.0,electronic-check,1,0
C0659,22,month-to-month,0,1,1,1,dsl,1,0,0,0,72.82019784661841,1602.0443526256051,electronic-check,0,0
C0660,54,month-to-month,1,1,0,1,dsl,1,1,0,1,105.81250924451007,5713.875499203544,credit-card,1,0
C0661,15,month-to-month,0,0,1,1,fiber,0,0,1,1,78.19451762494604,1172.9177643741907,mailed-check,1,0
C0662,7,month-to-month,0,0,1,1,dsl,1,0,1,0,20.0,140.0,mailed-check,0,1
C0663,3,month-to-month,1,1,0,1,dsl,1,1,0,1,85.63198989993822,256.89596969981466,credit-card,0,1
C0664,3,month-to-month,0,1,1,1,fiber,1,1,1,0,77.26843818828131,231.8053145648439,mailed-check,1,0
C0665,55,one-year,0,0,0,1,dsl,1,1,1,1,59.720897463030994,3284.649360466705,bank-transfer,1,0
C0666,24,month-to-month,0,0,1,1,fiber,0,0,1,0,75.45331659609019,1810.8795983061646,electronic-check,1,0
C0667,66,one-year,0,1,0,0,fiber,0,0,1,0,28.124041647256043,1856.1867487188988,electronic-check,0,0
C0668,66,two-year,0,0,1,1,dsl,1,1,0,1,71.52966094238165,4720.957622197189,credit-card,0,0
C0669,26,month-to-month,0,1,1,1,dsl,0,1,0,0,84.3577711134061,2193.302048948559,mailed-check,1,1
C0670,31,month-to-month,1,0,1,1,dsl,0,1,1,0,49.212214966918566,1525.5786639744756,credit-card,0,1
C0671,49,month-to-month,1,0,0,1,fiber,0,0,0,1,55.87523816275824,2737.8866699751534,bank-transfer,1,0
C0672,60,month-to-month,0,0,1,1,dsl,0,1,1,1,52.97125555960562,3178.2753335763373,mailed-check,0,0
C0673,50,month-to-month,0,1,0,1,fiber,0,0,0,1,55.74151552863094,2787.075776431547,bank-transfer,1,0
C0674,18,one-year,0,0,0,1,fiber,1,1,0,1,45.095661071346484,811.7218992842368,credit-card,1,0
C0675,20,month-to-month,0,1,0,1,dsl,0,0,1,1,46.88099697088128,937.6199394176256,electronic-check,1,0
C0676,4,month-to-month,0,0,0,1,fiber,1,0,1,0,85.48271677316855,341.9308670926742,bank-transfer,1,1
C0677,41,one-year,0,1,1,1,dsl,0,1,0,0,20.0,820.0,mailed-check,1,0
C0678,60,month-to-month,0,1,1,1,fiber,1,0,0,1,75.48972953916956,4529.383772350174,credit-card,1,0
C0679,21,one-year,0,0,1,1,fiber,1,0,0,0,85.42436871071523,1793.9117429250198,credit-card,0,1
C0680,20,month-to-month,1,1,0,0,none,1,1,1,0,29.418983020413393,588.3796604082679,credit-card,1,0
C0681,69,month-to-month,0,1,1,0,dsl,0,1,0,0,67.70317379147923,4671.518991612067,electronic-check,1,0
C0682,0,month-to-month,0,1,0,1,fiber,0,0,1,0,42.50380472628933,0.0,credit-card,1,0
C0683,4,month-to-month,0,1,0,1,fiber,1,0,1,0,104.08983788332392,416.3593515332957,credit-card,1,0
C0684,11,two-year,0,0,0,1,fiber,1,0,1,1,63.83108937864447,702.1419831650892,electronic-check,1,0
C0685,45,month-to-month,0,0,1,1,none,0,1,0,1,114.19354396890525,5138.7094786007365,credit-card,0,0
C0686,33,two-year,0,0,1,1,dsl,0,0,1,0,109.66832188549611,3619.0546222213716,credit-card,1,0
C0687,48,month-to-month,0,1,0,1,dsl,1,0,0,0,79.21987498844123,3802.553999445179,bank-transfer,1,0
C0688,44,month-to-month,0,1,1,1,fiber,0,1,1,1,134.28122894447256,5908.374073556793,credit-card,1,0
C0689,26,month-to-month,0,0,1,1,dsl,0,1,0,1,22.765621770564564,591.9061660346787,electronic-check,1,0
C0690,72,month-to-month,0,0,0,1,dsl,0,1,0,1,113.3625171873735,8162.101237490891,bank-transfer,0,0
C0691,25,two-year,0,1,0,1,fiber,0,1,1,1,61.95776772816014,1548.9441932040036,credit-card,0,0
C0692,46,month-to-month,1,0,1,1,fiber,0,1,1,0,66.19935816982662,3045.1704758120245,electronic-check,1,0
C0693,55,month-to-month,0,0,0,1,dsl,0,0,0,1,56.16311118018514,3088.9711149101827,mailed-check,1,0
C0694,62,month-to-month,1,1,0,1,dsl,1,0,0,1,26.498453754551797,1642.9041327822115,credit-card,0,0
C0695,47,month-to-month,0,0,1,1,fiber,1,0,1,0,87.08789542044508,4093.131084760919,mailed-check,1,1
C0696,60,month-to-month,1,1,1,1,dsl,1,1,1,1,32.77850817687261,1966.7104906123568,bank-transfer,0,0
C0697,25,month-to-month,0,0,0,1,dsl,1,1,0,1,52.27004593685935,1306.7511484214838,electronic-check,1,0
C0698,35,one-year,0,1,1,1,dsl,1,1,0,1,53.598027712142255,1875.9309699249789,bank-transfer,0,0
C0699,0,month-to-month,0,1,0,1,fiber,1,0,1,1,99.86729653638693,0.0,mailed-check,0,0
C0700,7,month-to-month,0,1,0,0,fiber,0,1,0,1,67.78970241793614,474.527916925553,mailed-check,1,1
C0701,51,month-to-month,0,1,1,1,dsl,0,1,1,0,20.0,1020.0,mailed-check,1,0
C0702,46,month-to-month,0,1,0,0,dsl,1,1,1,0,43.0288817711103,1979.3285614710737,electronic-check,1,0
C0703,55,two-year,0,0,0,1,fiber,1,0,1,0,23.135570458281407,1272.4563752054773,mailed-check,1,1
C0704,13,month-to-month,0,0,0,0,fiber,1,1,1,0,85.07446247133706,1105.9680121273818,mailed-check,0,1
C0705,27,month-to-month,0,0,1,1,fiber,0,1,0,0,34.51323091926956,931.8572348202781,electronic-check,0,0
C0706,1,one-year,0,1,1,1,fiber,0,0,1,1,51.82493389044372,51.82493389044372,mailed-check,1,1
C0707,25,month-to-month,0,0,1,1,fiber,0,1,1,1,122.51010128418558,3062.7525321046396,credit-card,0,0
C0708,13,month-to-month,0,1,0,1,fiber,0,1,0,1,89.10328117987339,1158.342655338354,mailed-check,1,0
C0709,58,two-year,0,1,0,1,dsl,1,1,0,1,35.06239155884723,2033.6187104131395,electronic-check,1,0
C0710,55,one-year,0,0,1,1,dsl,1,0,1,1,94.75145239068299,5211.329881487564,mailed-check,1,0
C0711,6,two-year,0,1,1,1,dsl,1,1,1,1,48.46505334366991,290.7903200620194,electronic-check,0,0
C0712,2,month-to-month,0,0,1,0,fiber,1,1,1,1,94.67649923727924,189.3529984745585,mailed-check,1,1
C0713,22,month-to-month,1,1,0,1,fiber,0,0,1,1,57.630040699028314,1267.860895378623,credit-card,0,0
C0714,17,month-to-month,0,1,1,0,fiber,0,0,1,1,41.199175444456245,700.3859825557562,electronic-check,1,1
C0715,37,month-to-month,0,0,0,1,dsl,1,1,1,1,38.39594380013907,1420.6499206051458,electronic-check,0,0
C0716,14,one-year,0,1,1,1,dsl,0,0,0,1,78.62884184786677,1100.8037858701348,electronic-check,0,0
C0717,63,month-to-month,0,0,0,1,dsl,0,1,0,1,97.39063798939719,6135.610193332023,electronic-check,0,0
C0718,27,one-year,0,1,0,1,dsl,0,0,1,1,81.17201328818307,2191.6443587809426,mailed-check,0,0
C0719,38,one-year,0,0,1,1,fiber,0,1,0,0,57.02077990211241,2166.7896362802717,mailed-check,1,0
C0720,56,month-to-month,0,1,0,1,fiber,1,1,0,1,20.0,1120.0,credit-card,0,0
